Rank,Author,Title,Citations,Year,Publisher,Venue,Content,Source,PDF,cit/year
27,"TM Mitchell, JG Carbonell, RS Michalski",Machine learning: a guide to current research,476,1986, books.google.com,,"… Machine Learning, which involves the study and development of computational models of 
learning … As such, this book is intended to complement the two volumes of Machine Learning: …",https://books.google.com/books?hl=en&lr=&id=I5GcpyPx3RwC&oi=fnd&pg=PR13&dq=Machine+Learning&ots=ocu3IrvwXk&sig=LlYFp3aoKSaLOx-_SOb5PiUrpWo,No PDF link,12
23,K Wagstaff,Machine learning that matters,443,2012, arxiv.org, arXiv preprint arXiv:1206.4656,"… Many machine learning problems are phrased … machine learning innovations? This short 
position paper argues for a change in how we view the relationship between machine learning …",https://arxiv.org/abs/1206.4656,https://arxiv.org/pdf/1206.4656,32
99,"D Morgan, R Jacobs",Opportunities and challenges for machine learning in materials science,439,2020, annualreviews.org, Annual Review of Materials Research,"… Machine learning (ML) is playing an increasing role in our … : unsupervised and supervised 
learning. Unsupervised ML learns … This type of learning includes traditional regression [eg, …",https://www.annualreviews.org/content/journals/10.1146/annurev-matsci-070218-010015,https://www.annualreviews.org/content/journals/10.1146/annurev-matsci-070218-010015?crawler=true&mimetype=application/pdf,73
75,"S Sonnenburg, G Rätsch, S Henschel, C Widmer…",The SHOGUN machine learning toolbox,389,2010, jmlr.org, … of Machine Learning …,"… We have developed a machine learning toolbox, called SHOGUN, … learning for a broad 
range of feature types and learning settings. It offers a considerable number of machine learning …",https://www.jmlr.org/papers/volume11/sonnenburg10a/sonnenburg10a.pdf,https://www.jmlr.org/papers/volume11/sonnenburg10a/sonnenburg10a.pdf,24
98,A Blum,On-line algorithms in machine learning,366,2005, Springer, Online algorithms: the state of the art,"… The areas of On-Line Algorithms and Machine Learning are … of results in Computational 
Learning Theory that fit nicely into the ""… problems from Computational Learning Theory that seem …",https://link.springer.com/content/pdf/10.1007/BFb0029575.pdf,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=6c9a24a4eef8647ad82f6d11d4564249ed48ef78,17
11,"F Provost, R Kohavi",On applied research in machine learning,336,1998, ai.stanford.edu,,"… Much of the \science"" of Machine Learning is a … er learning research, that misclassi cation 
errors have equal costs. The vast majority of classi er learning research in Machine Learning …",https://ai.stanford.edu/~ronnyk/editorial.pdf,https://ai.stanford.edu/~ronnyk/editorial.pdf,12
68,AL Fradkov,Early history of machine learning,317,2020, Elsevier,PapersOnLine,"… The results of the paper by Gubin et al (1967) are also used by many authors in machine 
learning and related areas of optimization: it has about 500 citations in Scopus. …",https://www.sciencedirect.com/science/article/pii/S2405896320325027,https://www.researchgate.net/profile/Alexander-Fradkov/publication/350910353_Early_History_of_Machine_Learning/links/6398cb74484e65005b092fd4/Early-History-of-Machine-Learning.pdf,53
28,"L Graves, V Nagisetty, V Ganesh",Amnesiac machine learning,313,2021, ojs.aaai.org, … of the AAAI Conference on Artificial …,"… It gives EU residents the ability to request deletion of their personal data, including training 
records used to train machine learning models. Unfortunately, Deep Neural Network models …",https://ojs.aaai.org/index.php/AAAI/article/view/17371,https://ojs.aaai.org/index.php/AAAI/article/download/17371/17178,63
56,CM Bishop,Model-based machine learning,312,2013, royalsocietypublishing.org, … Transactions of the Royal Society A …,"… machine learning. We therefore turn to an alternative paradigm for the creation of machine 
learning … After summarizing the goals of model-based machine learning in §2, we show how …",https://royalsocietypublishing.org/doi/abs/10.1098/rsta.2012.0222,https://royalsocietypublishing.org/doi/pdf/10.1098/rsta.2012.0222,24
74,"H Brink, J Richards, M Fetherolf",Real-world machine learning,306,2016, books.google.com,,"… the day-to-day practice of machine learning, preparing you to successfully build and deploy 
… About the Technology Machine learning systems help you find valuable insights and …",https://books.google.com/books?hl=en&lr=&id=zTczEAAAQBAJ&oi=fnd&pg=PP14&dq=Machine+Learning&ots=LUCxskHHjo&sig=k4xKvn5auNtu5m0aMaHPsrhA3Bo,No PDF link,31
70,"Z Gong, P Zhong, W Hu",Diversity in machine learning,304,2019, ieeexplore.ieee.org, Ieee Access,"… the machine learning process, among which the diversity of the machine learning process 
is … The diversity can help each procedure to guarantee a totally good machine learning: …",https://ieeexplore.ieee.org/abstract/document/8717641/,https://ieeexplore.ieee.org/iel7/6287639/8600701/08717641.pdf,43
50,"M Vartak, H Subramanyam, WE Lee…",ModelDB: a system for machine learning model management,300,2016, dl.acm.org, Proceedings of the …,"… , storing and indexing large numbers of machine learning models so they may subsequently 
… manage machine learning models. ModelDB automatically tracks machine learning models …",https://dl.acm.org/doi/abs/10.1145/2939502.2939516,https://dm-gatech.github.io/CS8803-Fall2018-DML-Papers/hilda-modeldb.pdf,30
19,"H Wang, C Ma, L Zhou",A brief review of machine learning and its application,289,2009, ieeexplore.ieee.org, 2009 international conference on …,"… Machine learning is the core issue of artificial intelligence research… machine learning and 
its basic structure, and describes a variety of machine learning methods, including rote learning…",https://ieeexplore.ieee.org/abstract/document/5362936/,No PDF link,17
7,TG Dietterich,Machine learning,267,1990, Citeseer, Annual review of computer science,"The study of machine learning methods has progressed greatly in the past few years. This 
progress has taken many directions. First, in the area of inductive learning, a new formal de …",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=417f55320080fea71d491a18318dad6572b2fa8c,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=417f55320080fea71d491a18318dad6572b2fa8c,7
93,"J Bertomeu, E Cheynel, E Floyd, W Pan",Using machine learning to detect misstatements,251,2021, Springer, Review of Accounting Studies,"… Intuitively, a machine learning algorithm can be taught to … Machine learning algorithms 
capture the relationship … We also examine a number of alternative machine learning approaches …",https://link.springer.com/article/10.1007/s11142-020-09563-8,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=3496297,50
67,T Jo,Machine learning foundations,243,2021, Springer, Supervised  Unsupervised  and Advanced Learning …,"… knowledge about machine learning by exploring learning theories, … of machine learning 
algorithms: the supervised, the unsupervised, the reinforced, and the semi-supervised learning. …",https://link.springer.com/content/pdf/10.1007/978-3-030-65900-4.pdf,No PDF link,49
87,"S Schelter, F Biessmann, T Januschowski, D Salinas…",On challenges in machine learning model management,241,2015, amazon.science,,"… Our work is broad and deep: we train machine learning models to automate routing and 
find signals to optimize re-use; we invent new channels to give products a second life; we …",https://www.amazon.science/publications/on-challenges-in-machine-learning-model-management,https://www.amazon.science/publications/on-challenges-in-machine-learning-model-management,22
45,"ZT Wilson, NV Sahinidis",The ALAMO approach to machine learning,230,2017, Elsevier, Computers & Chemical Engineering,"ALAMO is a computational methodology for learning algebraic functions from data. Given a 
data set, the approach begins by building a low-complexity, linear model composed of …",https://www.sciencedirect.com/science/article/pii/S0098135417300662,https://www.sciencedirect.com/science/article/am/pii/S0098135417300662,26
17,S Gollapudi,Practical machine learning,228,2016, books.google.com,,"… learning algorithms Machine learning tools and frameworks Summary Chapter 2: Machine 
learning and Large-scale datasets Big data and the context of large-scale Machine learning …",https://books.google.com/books?hl=en&lr=&id=WmsdDAAAQBAJ&oi=fnd&pg=PP1&dq=Machine+Learning&ots=1By6BvRm4X&sig=70NLaM9fAGam9Mq_u1FmszhE17g,No PDF link,23
29,ZH Zhou,Learnware: on the future of machine learning.,216,2016, lamda.nju.edu.cn, Frontiers Comput. Sci.,"… Current machine learning techniques have achieved great … be shared in most current machine 
learning studies if one hopes … Thus, it is hard for people to build their learning tasks based …",https://www.lamda.nju.edu.cn/publication/fcs16learnware.pdf,https://www.lamda.nju.edu.cn/publication/fcs16learnware.pdf,22
16,CM Bishop,Machine learning,215,2006, toc.library.ethz.ch, Mach. Learn,… and Machine Learning … Computational learning theory … Learning the graph structure …,https://toc.library.ethz.ch/objects/pdf/e01_978-0387-31073-2_01.pdf,https://toc.library.ethz.ch/objects/pdf/e01_978-0387-31073-2_01.pdf,11
13,"D Bzdok, M Krzywinski, N Altman",Machine learning: a primer,214,2017, pmc.ncbi.nlm.nih.gov, Nature methods,"… learning methods—for example, clustering and principal component analysis—as well as 
supervised learning … This process is called machine learning (ML), a rapidly developing …",https://pmc.ncbi.nlm.nih.gov/articles/PMC5905345/,https://pmc.ncbi.nlm.nih.gov/articles/PMC5905345/pdf/nihms924146.pdf,24
58,H Daumé,A course in machine learning,197,2023, academia.edu,,"… This is in contrast to most existing machine learning texts, which tend to organize things … 
A second goal of this book is to provide a view of machine learning that focuses on ideas and …",https://www.academia.edu/download/37276995/Course_in_Machine_Learning.pdf,https://www.academia.edu/download/37276995/Course_in_Machine_Learning.pdf,66
26,A Jung,Machine learning: the basics,194,2022, books.google.com,,"Machine learning (ML) has become a commonplace element in our everyday lives and a 
standard tool for many fields of science and engineering. To make optimal use of ML, it is …",https://books.google.com/books?hl=en&lr=&id=1IBaEAAAQBAJ&oi=fnd&pg=PR8&dq=Machine+Learning&ots=XTaNzluERZ&sig=lNOfVgDwlMjGEa57quvS8kWN_VQ,No PDF link,48
82,"Y Singh, PK Bhatia, O Sangwan",A review of studies on machine learning techniques,191,2007, books.google.com, International Journal of …,"… Machine learning system effectively “learns” how to estimate from training set of … using 
machine-learning techniques. This paper presents the most commonly used machine learning …",https://books.google.com/books?hl=en&lr=&id=7xRB3hRaR2sC&oi=fnd&pg=PA70&dq=Machine+Learning&ots=J2p4ufE19H&sig=m8H1nd6w1R0-RE9bX-U0uGNQVU4,https://books.google.com/books?hl=en&lr=&id=7xRB3hRaR2sC&oi=fnd&pg=PA70&dq=Machine+Learning&ots=J2p4ufE19H&sig=m8H1nd6w1R0-RE9bX-U0uGNQVU4,10
57,ZH Zhou,Open-environment machine learning,166,2022, academic.oup.com, National Science Review,"… open learning or open ML for short. Note that the name ‘open-world machine learning’ was 
used to refer to machine learning with unseen class [1] or outof-distribution (OOD) data [2]. In …",https://academic.oup.com/nsr/article-pdf/doi/10.1093/nsr/nwac123/45957092/nwac123.pdf,https://academic.oup.com/nsr/article-pdf/doi/10.1093/nsr/nwac123/45957092/nwac123.pdf,42
43,"M Paluszek, S Thomas",MATLAB machine learning,161,2016, books.google.com,,"… of machine learning than is normally done. We expand machine learning to include adaptive 
and learning … from machine learning. Figure 1.3 shows how we organize the technology of …",https://books.google.com/books?hl=en&lr=&id=3kXODQAAQBAJ&oi=fnd&pg=PR6&dq=Machine+Learning&ots=ZNKvXKdfkL&sig=A9L9arJjo2UuR_hHZhRjXxfiFdU,No PDF link,16
22,TO Ayodele,Machine learning overview,156,2010, books.google.com, New Advances in Machine Learning,"… to machine learning as a means to overcome the knowledge acquisition bottleneck. This 
book presents a taxonomic analysis of machine learning organized primarily by learning …",https://books.google.com/books?hl=en&lr=&id=XAqhDwAAQBAJ&oi=fnd&pg=PA9&dq=Machine+Learning&ots=r3JnaVFkHr&sig=0De4Bc6vkfzlurvHfoagOISBV2s,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=72bfa0a326e4385ac46916e840e9fdc73a98b9fb,10
100,"JG Carbonell, RS Michalski, TM Mitchell",Machine learning: A historical and methodological analysis,155,1983, ojs.aaai.org, AI Magazine,"… of learning … constitutes the subject matter of machine learning Although machine learning 
has been a … in machine lcwrning research This article examines some basic methodological …",https://ojs.aaai.org/aimagazine/index.php/aimagazine/article/view/406,https://ojs.aaai.org/aimagazine/index.php/aimagazine/article/download/406/342,4
77,A Burkov,Machine learning engineering,151,2020,gobain.co.in,,"… Machine Learning Engineering Download PDF, Read Machine Learning Engineering Full 
Collection Andriy Burkov, Read Best Book Online Machine Learning Engineering, Download …",https://www.saint-gobain.co.in/sites/saint-gobain.co.in/files/webform/apply_for_indec/_sid_/machine-learning-engineering-andriy-burkov-pdf-download-free-book-c6498c8.pdf,https://www.saint-gobain.co.in/sites/saint-gobain.co.in/files/webform/apply_for_indec/_sid_/machine-learning-engineering-andriy-burkov-pdf-download-free-book-c6498c8.pdf,25
96,"M Kubat, I Bratko, RS Michalski",A review of machine learning methods,127,1998, Citeseer, Machine learning and data mining …,"… many practical domains the application of machine learning leads to useful practical results. 
… machine learning is to bear fruits: those that are acquainted with existing machine learning …",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=e2f9cf5e6c13fe4244b0359c852747c1393c30ca,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=e2f9cf5e6c13fe4244b0359c852747c1393c30ca,5
61,AL Samuel,Machine learning,124,1959, cs.unh.edu, The Technology Review,"… The rise of machine learning ICML: International Conference on Machine Learning … 
Linear algebra for machine learning: review Mar 16 …",https://www.cs.unh.edu/~mpetrik/teaching/intro_ml_17_files/class1.pdf,https://www.cs.unh.edu/~mpetrik/teaching/intro_ml_17_files/class1.pdf,2
55,"B Kelly, D Xiu",Financial machine learning,107,2023, nowpublishers.com, Foundations and Trends® in Finance,"… We survey the nascent literature on machine learning in the study of financial markets. We … 
This survey is designed for both financial economists interested in grasping machine learning …",https://www.nowpublishers.com/article/Details/FIN-064,https://www.nowpublishers.com/article/DownloadSummary/FIN-064,36
